DOI,Catalyst total metal loading (%),Catalyst average crystallite size (nm),Catalyst crystallinity index (-),Catalyst specific surface area (m².g⁻¹),Catalyst pore volume (cm³.g⁻¹),Catalyst average pore diameter (nm),Reaction temperature (°C),Gas hourly space velocity (mL.h⁻¹.gcat⁻¹),Ammonia conversion (%)
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,450,36000,57.551
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,500,36000,84.7107
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,525,36000,99.1837
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,550,36000,99.5918
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,600,36000,99.1837
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,500,36000,84.24
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,500,36000,84.12
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,500,36000,84.48
https://doi.org/10.1038/s41467-019-11848-9,7.8,18.39,49.01,157,0.344,7.83,500,36000,84
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,350,36000,16.3265
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,400,36000,28.1633
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,450,36000,40.4082
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,500,36000,65.7143
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,525,36000,88.9796
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,550,36000,99.5918
https://doi.org/10.1038/s41467-019-11848-9,8.3,38.54,62.44,160,0.344,7.77,600,36000,99.1837
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,350,36000,6.53061
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,400,36000,8.57143
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,450,36000,13.0612
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,500,36000,32.6531
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,525,36000,48.1633
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,550,36000,81.2245
https://doi.org/10.1038/s41467-019-11848-9,8.8,32.60,46.94,148,0.344,7.81,600,36000,98.7755
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,350,36000,5.30612
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,400,36000,6.53061
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,450,36000,8.16327
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,500,36000,12.6531
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,525,36000,22.0408
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.344,7.8,550,36000,34.2857
https://doi.org/10.1038/s41467-019-11848-9,9.3,37.69,56.53,153,0.346,7.8,600,36000,99.1837
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,350,22000,1.20846
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,400,22000,6.34441
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,450,22000,18.1269
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,500,22000,38.9728
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,550,22000,68.8822
https://doi.org/10.1007/s11426-019-9578-8,0.12,5.61,29.38,254,0.344,16.72,450,60000,4.22961
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,350,22000,2.41692
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,400,22000,15.1057
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,450,22000,33.5347
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,500,22000,61.9335
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,550,22000,86.7069
https://doi.org/10.1007/s11426-019-9578-8,0.41,4.88,35.89,309,0.344,16.72,450,60000,16.3142
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,350,22000,5.74018
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,400,22000,24.1692
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,450,22000,52.2659
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,500,22000,81.8731
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,550,22000,96.0725
https://doi.org/10.1007/s11426-019-9578-8,0.75,7.44,39.34,294,0.443,16.72,450,60000,31.7221
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,350,22000,18.429
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,400,22000,44.1088
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,450,22000,82.1752
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,500,22000,98.4894
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,550,22000,99.6979
https://doi.org/10.1007/s11426-019-9578-8,1.75,6.77,30.86,317,0.473,16.83,450,60000,59.2145
DOI: 10.1039/C8CC01884G,0.72,15.82,9.58,557.76,2.21,17.69,400,6000,2.2541
DOI: 10.1039/C8CC01884G,0.72,15.82,9.58,557.76,2.21,17.69,450,6000,6.14754
DOI: 10.1039/C8CC01884G,0.72,15.82,9.58,557.76,2.21,17.69,500,6000,14.3443
DOI: 10.1039/C8CC01884G,0.72,15.82,9.58,557.76,2.21,17.69,550,6000,27.459
DOI: 10.1039/C8CC01884G,0.72,15.82,9.58,557.76,2.21,17.69,600,6000,51.2295
DOI: 10.1039/C8CC01884G,0.67,19.56,8.04,542.97,1.93,17.65,400,6000,7.9918
DOI: 10.1039/C8CC01884G,0.67,19.56,8.04,542.97,1.93,17.65,450,6000,17.0082
DOI: 10.1039/C8CC01884G,0.67,19.56,8.04,542.97,1.93,17.65,500,6000,37.0902
DOI: 10.1039/C8CC01884G,0.67,19.56,8.04,542.97,1.93,17.65,550,6000,58.4016
DOI: 10.1039/C8CC01884G,0.67,19.56,8.04,542.97,1.93,17.65,600,6000,85.4508
DOI: 10.1039/C8CC01884G,0.64,9.65,7.91,570.12,2.17,17.64,400,6000,8.19672
DOI: 10.1039/C8CC01884G,0.64,9.65,7.91,570.12,2.17,17.64,450,6000,14.959
DOI: 10.1039/C8CC01884G,0.64,9.65,7.91,570.12,2.17,17.64,500,6000,31.5574
DOI: 10.1039/C8CC01884G,0.64,9.65,7.91,570.12,2.17,17.64,550,6000,56.9672
DOI: 10.1039/C8CC01884G,0.64,9.65,7.91,570.12,2.17,17.64,600,6000,84.2213
DOI: 10.1039/C8CC01884G,0.74,16.45,7.11,546.33,2.18,17.7,400,6000,5.94262
DOI: 10.1039/C8CC01884G,0.74,16.45,7.11,546.33,2.18,17.7,450,6000,12.7049
DOI: 10.1039/C8CC01884G,0.74,16.45,7.11,546.33,2.18,17.7,500,6000,25.8197
DOI: 10.1039/C8CC01884G,0.74,16.45,7.11,546.33,2.18,17.7,550,6000,46.1066
DOI: 10.1039/C8CC01884G,0.74,16.45,7.11,546.33,2.18,17.7,600,6000,72.541
DOI: 10.1039/C8CC01884G,0.56,18.65,8.98,561.2,2.13,17.71,400,6000,8.81148
DOI: 10.1039/C8CC01884G,0.56,18.65,8.98,561.2,2.13,17.71,450,6000,19.877
DOI: 10.1039/C8CC01884G,0.56,18.65,8.98,561.2,2.13,17.71,500,6000,40.5738
DOI: 10.1039/C8CC01884G,0.56,18.65,8.98,561.2,2.13,17.71,550,6000,69.877
DOI: 10.1039/C8CC01884G,0.56,18.65,8.98,561.2,2.13,17.71,600,6000,95.082
DOI: 10.1039/C8CC01884G,0.4,23.62,8.41,526.11,1.98,17.22,400,6000,7.17213
DOI: 10.1039/C8CC01884G,0.4,23.62,8.41,526.11,1.98,17.22,450,6000,10.2459
DOI: 10.1039/C8CC01884G,0.4,23.62,8.41,526.11,1.98,17.22,500,6000,18.6475
DOI: 10.1039/C8CC01884G,0.4,23.62,8.41,526.11,1.98,17.22,550,6000,34.4262
DOI: 10.1039/C8CC01884G,0.4,23.62,8.41,526.11,1.98,17.22,600,6000,56.5574
DOI: 10.1039/C8CC01884G,0.73,18.26,8.86,532.21,1.66,17.63,400,6000,7.37705
DOI: 10.1039/C8CC01884G,0.73,18.26,8.86,532.21,1.66,17.63,450,6000,14.5492
DOI: 10.1039/C8CC01884G,0.73,18.26,8.86,532.21,1.66,17.63,500,6000,29.5082
DOI: 10.1039/C8CC01884G,0.73,18.26,8.86,532.21,1.66,17.63,550,6000,52.2541
DOI: 10.1039/C8CC01884G,0.73,18.26,8.86,532.21,1.66,17.63,600,6000,79.7131
DOI: 10.1039/C8CC01884G,0.9,21.10,11.93,509.37,2.11,17.73,400,6000,4.09836
DOI: 10.1039/C8CC01884G,0.9,21.10,11.93,509.37,2.11,17.73,450,6000,12.9098
DOI: 10.1039/C8CC01884G,0.9,21.10,11.93,509.37,2.11,17.73,500,6000,31.5574
DOI: 10.1039/C8CC01884G,0.9,21.10,11.93,509.37,2.11,17.73,550,6000,57.1721
DOI: 10.1039/C8CC01884G,0.9,21.10,11.93,509.37,2.11,17.73,600,6000,85.041
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,350,6000,0.593472
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,400,6000,0.890208
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,450,6000,5.63798
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,500,6000,27.003
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,550,6000,71.8101
https://doi.org/10.1016/j.ijhydene.2018.01.092,4.06,7.73,51.16,110,0.071,8.145,600,6000,97.3294
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,400,30000,1.27992
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,450,30000,4.03066
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,500,30000,10.0491
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,550,30000,21.133
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,600,30000,36.792
https://doi.org/10.1016/j.ijhydene.2018.04.029,1,16.00,91.75,80,0.12,12.45,650,30000,62.2549
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,400,30000,2.42348
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,450,30000,7.13523
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,500,30000,15.2779
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,550,30000,30.9369
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,600,30000,53.6223
https://doi.org/10.1016/j.ijhydene.2018.04.029,3,12.74,73.92,79,0.12,13.93,650,30000,81.373
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,400,30000,3.89407
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,450,30000,9.42281
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,500,30000,22.1406
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,550,30000,38.78
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,600,30000,66.3669
https://doi.org/10.1016/j.ijhydene.2018.04.029,5,14.06,69.96,73,0.09,13.93,650,30000,90.6863
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,400,30000,3.89407
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,450,30000,10.403
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,500,30000,21.3236
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,550,30000,38.9434
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,600,30000,68.0007
https://doi.org/10.1016/j.ijhydene.2018.04.029,10,16.07,89.83,61,0.11,11.3,650,30000,92.9736
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,400,30000,5.69168
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,450,30000,12.5269
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,500,30000,28.84
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,550,30000,48.4206
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,600,30000,79.439
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,650,30000,97.0588
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,500,30000,18.3359
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,500,30000,18.49
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,550,30000,46.5331
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,14.92,92.20,57,0.1,14.6,650,30000,99.0755
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,400,30000,5.52828
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,450,30000,12.3635
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,500,30000,24.7546
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,550,30000,43.682
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,600,30000,69.4717
https://doi.org/10.1016/j.ijhydene.2018.04.029,20,17.06,84.57,20,0.05,21.9,650,30000,94.9346
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,400,30000,4.54789
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,450,30000,10.2398
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,500,30000,20.3435
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,550,30000,37.1458
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,600,30000,61.4652
https://doi.org/10.1016/j.ijhydene.2018.04.029,30,15.60,88.21,22,0.07,24.3,650,30000,87.9083
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,400,30000,5.63607
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,450,30000,13.0435
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,500,30000,27.6973
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,550,30000,45.8937
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,600,30000,74.5572
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.25,76.61,64,0.12,17.3,650,30000,94.686
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,400,30000,4.83092
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,450,30000,10.628
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,500,30000,22.3833
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,550,30000,40.9018
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,600,30000,68.1159
https://doi.org/10.1016/j.ijhydene.2018.04.029,15,16.17,55.72,59,0.1,20.2,650,30000,93.2367
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,400,30000,6.95187
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,450,30000,19.0731
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,500,30000,42.0677
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,550,30000,65.5971
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,600,30000,88.2353
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,650,30000,97.5045
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.51,90.88,385,0.37,8.52,650,30000,98.263
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,400,30000,6.95187
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,450,30000,18.7166
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,500,30000,35.8289
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,550,30000,58.1105
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,600,30000,77.8966
https://doi.org/10.1016/j.apcata.2018.05.038,5,10.80,80.14,357,0.35,7.96,650,30000,92.5134
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,400,30000,4.09982
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,450,30000,11.7647
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,500,30000,26.738
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,550,30000,43.672
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,600,30000,64.1711
https://doi.org/10.1016/j.apcata.2018.05.038,5,13.22,73.00,336,0.34,6.69,650,30000,81.2834
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,400,30000,0.891266
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,450,30000,3.38681
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,500,30000,9.44742
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,550,30000,18.8948
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,600,30000,31.5508
https://doi.org/10.1016/j.apcata.2018.05.038,5,12.98,77.04,338,0.29,6.69,650,30000,50.2674
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.15,87.77,358,0.308,6.9,500,30000,11.8765
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.15,87.77,358,0.308,6.9,550,30000,38.2423
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.15,87.77,358,0.308,6.9,600,30000,75.2969
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.15,87.77,358,0.308,6.9,650,30000,98.8124
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.15,87.77,358,0.308,6.9,700,30000,99.5249
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.50,70.37,363,0.297,7.5,500,30000,5.46318
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.50,70.37,363,0.297,7.5,550,30000,32.304
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.50,70.37,363,0.297,7.5,600,30000,65.7957
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.50,70.37,363,0.297,7.5,650,30000,92.399
https://doi.org/10.1016/j.mcat.2018.05.027,5,14.50,70.37,363,0.297,7.5,700,30000,99.2874
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.49,74.16,364,0.293,13,500,30000,3.32542
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.49,74.16,364,0.293,13,550,30000,18.2898
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.49,74.16,364,0.293,13,600,30000,43.7055
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.49,74.16,364,0.293,13,650,30000,74.3468
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.49,74.16,364,0.293,13,700,30000,95.7245
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.75,94.13,389,0.339,14.2,500,30000,0.950119
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.75,94.13,389,0.339,14.2,550,30000,9.97625
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.75,94.13,389,0.339,14.2,600,30000,37.7672
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.75,94.13,389,0.339,14.2,650,30000,66.9834
https://doi.org/10.1016/j.mcat.2018.05.027,5,12.75,94.13,389,0.339,14.2,700,30000,93.3492
https://doi.org/10.1016/j.mcat.2018.05.027,1,14.17,88.29,396,0.318,8.7,500,30000,0.246305
https://doi.org/10.1016/j.mcat.2018.05.027,1,14.17,88.29,396,0.318,8.7,550,30000,2.70936
https://doi.org/10.1016/j.mcat.2018.05.027,1,14.17,88.29,396,0.318,8.7,600,30000,20.936
https://doi.org/10.1016/j.mcat.2018.05.027,1,14.17,88.29,396,0.318,8.7,650,30000,44.0887
https://doi.org/10.1016/j.mcat.2018.05.027,1,14.17,88.29,396,0.318,8.7,700,30000,69.7044
https://doi.org/10.1016/j.mcat.2018.05.027,3,12.07,75.29,338,0.272,6.24,500,30000,4.4335
https://doi.org/10.1016/j.mcat.2018.05.027,3,12.07,75.29,338,0.272,6.24,550,30000,19.7044
https://doi.org/10.1016/j.mcat.2018.05.027,3,12.07,75.29,338,0.272,6.24,600,30000,49.5074
https://doi.org/10.1016/j.mcat.2018.05.027,3,12.07,75.29,338,0.272,6.24,650,30000,76.3547
https://doi.org/10.1016/j.mcat.2018.05.027,3,12.07,75.29,338,0.272,6.24,700,30000,95.5665
https://doi.org/10.1016/j.mcat.2018.05.027,7,13.80,82.45,328,0.297,6.24,500,30000,3.44828
https://doi.org/10.1016/j.mcat.2018.05.027,7,13.80,82.45,328,0.297,6.24,550,30000,18.9655
https://doi.org/10.1016/j.mcat.2018.05.027,7,13.80,82.45,328,0.297,6.24,600,30000,49.7537
https://doi.org/10.1016/j.mcat.2018.05.027,7,13.80,82.45,328,0.297,6.24,650,30000,81.0345
https://doi.org/10.1016/j.mcat.2018.05.027,7,13.80,82.45,328,0.297,6.24,700,30000,97.5369
https://doi.org/10.1007/s11426-018-9261-5,28.78,15.81,9.97,223,0.37,14.26,400,18000,1.5873
https://doi.org/10.1007/s11426-018-9261-5,28.78,15.81,9.97,223,0.37,14.26,450,18000,4.7619
https://doi.org/10.1007/s11426-018-9261-5,28.78,15.81,9.97,223,0.37,14.26,500,18000,11.5646
https://doi.org/10.1007/s11426-018-9261-5,28.78,15.81,9.97,223,0.37,14.26,550,18000,22.6757
https://doi.org/10.1007/s11426-018-9261-5,28.78,15.81,9.97,223,0.37,14.26,600,18000,43.5374
https://doi.org/10.1007/s11426-018-9261-5,36.87,9.95,49.31,150,0.3,14.26,400,18000,5.66893
https://doi.org/10.1007/s11426-018-9261-5,36.87,9.95,49.31,150,0.3,14.26,450,18000,15.6463
https://doi.org/10.1007/s11426-018-9261-5,36.87,9.95,49.31,150,0.3,14.26,500,18000,35.6009
https://doi.org/10.1007/s11426-018-9261-5,36.87,9.95,49.31,150,0.3,14.26,550,18000,65.5329
https://doi.org/10.1007/s11426-018-9261-5,36.87,9.95,49.31,150,0.3,14.26,600,18000,97.0522
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,400,18000,7.93651
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,450,18000,21.0884
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,500,18000,43.9909
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,550,18000,89.1156
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,600,18000,99.5465
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,550,18000,81.713
https://doi.org/10.1007/s11426-018-9261-5,5.22,14.24,67.42,57,0.39,13.18,600,18000,95.3704
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,32.7,25.17,54.75,9.8,0.07,21,400,15000,34.0909
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,32.7,25.17,54.75,9.8,0.07,21,450,15000,44.9495
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,32.7,25.17,54.75,9.8,0.07,21,500,15000,55.8081
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,32.7,25.17,54.75,9.8,0.07,21,550,15000,66.9192
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,32.7,25.17,54.75,9.8,0.07,21,600,15000,78.0303
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,66.02,25.34,39.82,7.5,0.06,19,400,15000,8.58586
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,66.02,25.34,39.82,7.5,0.06,19,450,15000,10.6061
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,66.02,25.34,39.82,7.5,0.06,19,500,15000,13.8889
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,66.02,25.34,39.82,7.5,0.06,19,550,15000,16.4141
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,66.02,25.34,39.82,7.5,0.06,19,600,15000,19.1919
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,30.57,21.90,59.98,18,0.09,17,400,15000,26.5152
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,30.57,21.90,59.98,18,0.09,17,450,15000,35.101
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,30.57,21.90,59.98,18,0.09,17,500,15000,43.4343
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,30.57,21.90,59.98,18,0.09,17,550,15000,51.2626
http://dx.doi.org/10.1016/j.apcatb.2017.04.031,30.57,21.90,59.98,18,0.09,17,600,15000,59.596
